Business Name,Status,Address,City/State/Zip,Taxpayer ID,Location #,Permit Begin,Permit End
A NIGHT HARLOT'S DEN,INACTIVE,8109 SKILLMAN ST APT 2014,"DALLAS, TX 75231",32038266980,00002,07/01/2014,12/31/2014
A ONE PROFESSIONAL PIANO TUNING & REPAIR,INACTIVE,9959 ROYAL LN STE 1,"DALLAS, TX 75231",32010202565,00004,06/01/2001,09/30/2002
A ONE PROFESSIONAL PIANO TUNING & REPAIR,INACTIVE,9959 ROYAL LN STE 1,"DALLAS, TX 75231",32010202565,00005,10/01/2002,12/31/2012
A P T COMMUNICATIONS INC,INACTIVE,8330 PARK LANE STE 111,"DALLAS, TX 75231",30010092614,00001,12/01/1986,12/31/1986
A PAIN IN THE GLASS WINDOW CLEANING,INACTIVE,9910 ROYAL LN APT 1202,"DALLAS, TX 75231",32022945409,00001,01/01/1994,03/31/1995
A PANE IN THE GLASS WINDOW CLEANING,INACTIVE,9750 ROYAL LN STE 1311,"DALLAS, TX 75231",32022945409,00002,04/01/1995,09/30/1995
A PIECE OF A DREAM WEDDINGS & EVENTS,INACTIVE,7434 GREENVILLE AVE APT 202,"DALLAS, TX 75231",32018490006,00001,01/01/2006,12/31/2006
A PLUS BUILDING SOLUTIONS INC,INACTIVE,7117 MERRIMAN PKWY,"DALLAS, TX 75231",32048971249,00002,08/18/2015,06/01/2018
A ROSS SYSTEM,INACTIVE,7070 SKILLMAN #1005,"DALLAS, TX 75231",32027072548,00001,07/06/1992,06/01/1993
A SALAAM,INACTIVE,7010 GREENVILLE AVE # 40,"DALLAS, TX 75231",30118698932,00001,03/11/1996,12/31/1996
A SEVEN EXPRESS BEER & WINE DRIVE THRU,INACTIVE,6850 GREENVILLE AVE,"DALLAS, TX 75231",32037620468,00001,09/01/2008,05/31/2013
A SEVEN EXPRESS BEER & WINE DRIVE THRU,INACTIVE,6850 GREENVILLE AVE,"DALLAS, TX 75231",12049666014,00001,08/01/2006,08/17/2008
A SNAP OCCASION,ACTIVE,5473 BLAIR RD STE 100,"DALLAS, TX 75231",32095503705,00001,07/01/2024,
A STEP BEYOND,INACTIVE,8209 MEADOW RD APT 1056,"DALLAS, TX 75231",32029703900,00002,02/01/1999,04/01/2000
A STEP BEYOND,INACTIVE,7434 GREENVILLE AVE APT 129,"DALLAS, TX 75231",32029703900,00001,09/01/1995,12/26/1995
A T IDEA COMPANY,INACTIVE,10857 N CENTRAL #1131,"DALLAS, TX 75231",32028948555,00002,01/01/1980,03/31/1980
A TASTE OF HEAVEN,INACTIVE,8401 SKILLMAN ST APT 2094,"DALLAS, TX 75231",32009284327,00002,11/21/2002,06/03/2005
A TOUCH OF CRYSTAL & GLASS,INACTIVE,10853 N CENTRAL EXPY APT 3124,"DALLAS, TX 75231",32022693579,00002,01/12/1999,03/29/1999
A TOUCH OF CRYSTAL & GLASS,INACTIVE,6041 RIDGECREST RD APT 2108,"DALLAS, TX 75231",32022693579,00001,04/13/1998,12/31/1998
A U INC,INACTIVE,7515 GREENVILLE,"DALLAS, TX 75231",17514261936,00002,07/01/1987,09/30/1987
A YOU IMAGE,INACTIVE,7920 SKILLMAN ST APT 215,"DALLAS, TX 75231",32022840881,00001,05/01/1993,12/31/1993
A.G. RHYMES,INACTIVE,8325 MEADOW RD APT 225,"DALLAS, TX 75231",32005954170,00001,10/01/2001,12/31/2001
A.O.M. BAUDIE,INACTIVE,8110 SKILLMAN ST APT 2050,"DALLAS, TX 75231",32063487949,00002,03/01/2020,07/01/2021
A+ JANITORIAL SERVICES,INACTIVE,8320 PARK LN APT 205,"DALLAS, TX 75231",32006506318,00001,03/23/1999,12/31/1999
A&A CLEANING SERVICES,INACTIVE,7120 SKILLMAN ST APT 2100,"DALLAS, TX 75231",17526244920,00001,12/01/1995,06/30/1997
A&A LIQUOR STORES,INACTIVE,6536 SKILLMAN AVE,"DALLAS, TX 75231",17508226200,00014,09/01/1961,01/07/1978
A&A LIQUOR STORES,INACTIVE,6839 E NORTHWEST HWY,"DALLAS, TX 75231",17508226200,00004,09/01/1961,01/25/1977
A&D SEMICONDUCTOR,INACTIVE,7229 HOLLY HILL DR APT 108,"DALLAS, TX 75231",32052345330,00001,11/15/2013,09/30/2016
A&F CONTRACTING SERVICES,INACTIVE,7160 SKILLMAN #1204,"DALLAS, TX 75231",32031735585,00001,01/03/1992,01/03/1992
A&M JANITORIAL CLEANING SERVICES,INACTIVE,6466 RIDGECREST RD APT 1096,"DALLAS, TX 75231",32022542040,00001,11/22/1995,12/25/1998
A-A COPIER SERVICE,INACTIVE,6317 RIDGECREST RD APT 2144,"DALLAS, TX 75231",32025912372,00001,04/24/1998,12/31/2000
A-ABSOLUTE SELF STORAGE,INACTIVE,6510 ABRAMS RD STE 240,"DALLAS, TX 75231",17516142936,00001,01/01/1997,12/31/1998
A-AMERICAN SELF STORAGE-DALLAS,ACTIVE,9951 ROYAL LN,"DALLAS, TX 75231",17515321267,00001,01/01/2001,
A-P SERVICES #222,INACTIVE,7470 GREENVILLE AVE,"DALLAS, TX 75231",18406186074,00129,08/04/1986,10/30/2000
A-PLUS LOCKSMITH,INACTIVE,7040 FAIR OAKS DR #2045,"DALLAS, TX 75231",32004798990,00004,10/01/1991,09/30/1993
A-PLUS LOCKSMITHS,INACTIVE,7040 FAIR OAKS DR #2045,"DALLAS, TX 75231",32004798990,00002,12/01/1989,08/30/1990
A-R-E MACHINERY INC,INACTIVE,10501 N CENTRAL EXPY STE 307,"DALLAS, TX 75231",17526423037,00001,09/01/1996,12/31/1999
A-TECH COMMUNICATIONS,INACTIVE,5750 PHOENIX DR SUITE 24,"DALLAS, TX 75231",32027794752,00001,05/10/1993,02/20/1994
A-TEX BLIND & SHADE,INACTIVE,8916 PARK LN #191,"DALLAS, TX 75231",32026112782,00001,01/01/1989,12/31/1989
A-Z IMPORTS,INACTIVE,8224 PARK LN STE #114,"DALLAS, TX 75231",32023284071,00001,05/01/1993,12/31/1993
A-1 ARTSTITCH,INACTIVE,7152 FAIR OAKS STE 1135,"DALLAS, TX 75231",32014591542,00001,09/01/1993,12/31/1994
A-1 CLEANER,INACTIVE,10837 N CENTRAL EXPY APT 2147,"DALLAS, TX 75231",32038218320,00001,11/01/2008,12/25/2010
A-1 CLEANERS,INACTIVE,10455 N CENT EXPWY STE 128,"DALLAS, TX 75231",30008175959,00009,12/01/1988,07/12/1989
A-1 CLEANERS,INACTIVE,10455 N CENTRAL EXPWY STE 128,"DALLAS, TX 75231",17519019891,00006,01/01/1988,06/15/1988
A-1 CLEANERS,INACTIVE,10455 N CENTRAL EXPWY STE 128,"DALLAS, TX 75231",17519019891,00004,07/01/1987,12/31/1987
A-1 GROCERY STORE,INACTIVE,6780 ABRAMS RD UNIT 103 STE 236,"DALLAS, TX 75231",32004810308,00001,08/29/1994,12/31/1994
A-1 LOCKMASTERS,INACTIVE,9137 GUNNISON DR,"DALLAS, TX 75231",32017559074,00001,04/01/1992,12/31/1995
A-1 LOCKSMITH,INACTIVE,8414 PARK LANE,"DALLAS, TX 75231",17520376397,00002,04/01/1986,01/31/1989
A-1 NURSERY & GRASS SALES,INACTIVE,6573 E N W HWY,"DALLAS, TX 75231",17412522207,00002,03/01/1966,06/30/1967
A-1 SHELL SERVICE STATION,INACTIVE,6463 E NW HWY,"DALLAS, TX 75231",32020967520,00001,01/01/1980,12/31/1987
AAA INFORMATION CENTER,INACTIVE,5759 PINELAND DR APT 2065,"DALLAS, TX 75231",32008127634,00004,07/17/2003,12/31/2004
"AAA TEXAS, LLC",ACTIVE,8160 PARK LN STE 305,"DALLAS, TX 75231",17606647406,00047,12/12/2011,
AARON N RAMIREZ,INACTIVE,7210 SKILLMAN ST APT 1045,"DALLAS, TX 75231",32018242373,00001,09/26/2005,12/31/2006
AARON OF DALLAS TAILORS,INACTIVE,10455 N CENTRAL EXPY STE 116,"DALLAS, TX 75231",30116136471,00001,12/01/1988,12/01/1988
AARON OF DALLAS TAILORS INC,INACTIVE,10455 N CENTRAL EXPRY STE 116,"DALLAS, TX 75231",17510995834,00004,12/01/1988,12/09/1992
AARON OF DALLAS TAILORS INC,INACTIVE,10207 N CENTRAL EXP,"DALLAS, TX 75231",17510995834,00002,10/01/1972,12/01/1988
AARON RENTS 14,INACTIVE,5929A E NORTHWEST HWY,"DALLAS, TX 75231",15806876304,00057,02/01/1991,12/01/1994
AARON RENTS 14,INACTIVE,6515 ABRAMS ROAD,"DALLAS, TX 75231",15806876304,00004,12/01/1975,02/01/1991
AARON STAR CLEANING,INACTIVE,6932 GREENVILLE AVE # 170,"DALLAS, TX 75231",32023152872,00001,09/19/1998,12/31/1998
AARON WILLIAMS FLEET TRANSPORTATION TIRE SERVICE,INACTIVE,5969 E NORTHWEST HWY APT 1091,"DALLAS, TX 75231",32021507960,00001,10/31/1994,12/31/1995
AARON'S RENTAL PURCHASE #CO188,ACTIVE,6301 ABRAMS RD STE 110,"DALLAS, TX 75231",15806876304,00133,12/01/1997,
AB-GLAMOUR & PORTRAITS STUDIO,INACTIVE,6301 ABRAMS SUITE 118,"DALLAS, TX 75231",17525119925,00001,01/01/1994,06/30/1995
"ABB HEALTHCARE SERVICES, LLC",INACTIVE,6102 SKILLMAN ST # 110,"DALLAS, TX 75231",32033909873,00002,07/09/2015,06/30/2021
ABB POWER T&D COMPANY INC,INACTIVE,10300 N CENTRAL EXPY STE 270,"DALLAS, TX 75231",13631000182,00001,12/19/1980,12/01/1999
ABBROS SYSTEM,INACTIVE,8782 PARK LANE,"DALLAS, TX 75231",32008272018,00001,04/01/1980,09/30/1981
ABBY E DUNN,INACTIVE,8144 WALNUT HILL LN,"DALLAS, TX 75231",32028812868,00001,12/05/1996,03/31/1998
ABC SOUNDS INC,INACTIVE,7027 TWIN HILLS AVE,"DALLAS, TX 75231",17520419874,00004,10/01/1997,02/27/2004
ABDI Y MOHAMED,INACTIVE,8336 PARK LN STE B,"DALLAS, TX 75231",32017576326,00003,04/01/2012,07/01/2013
ABDUL M YANKSON CLEANING SERVICES,INACTIVE,7525 HOLLY HILL DR APT 32,"DALLAS, TX 75231",32009467518,00001,01/01/1997,12/31/2006
ABDULLAH SHONE HEBO,INACTIVE,7510 HOLLY HILL DR APT 132,"DALLAS, TX 75231",32018396765,00001,11/19/2005,03/31/2007
ABEBA FOODS,ACTIVE,6882 SHADYBROOK LN,"DALLAS, TX 75231",32006759578,00001,12/01/2000,
ABEL EQUIPMENT COMPANY INC,INACTIVE,9412 HEATHERDALE,"DALLAS, TX 75231",17513914642,00002,10/01/1973,12/31/1973
ABERCROMBIE & FITCH #7031,INACTIVE,9100 NO CENTRAL EXPWY #123,"DALLAS, TX 75231",30116481240,00034,07/24/1980,03/31/1988
ABL DESIGNS LLC,INACTIVE,7103 CLAYBROOK DR,"DALLAS, TX 75231",32080845160,00001,09/15/2021,06/30/2024
ABLE WOODSMAN,INACTIVE,9965 ROYAL LN STE 23,"DALLAS, TX 75231",32000520059,00001,03/15/1998,12/25/1998
ABOCA'S ITALIAN GRILL-MEADOW,INACTIVE,10455 N CENTRAL EXPY STE 118,"DALLAS, TX 75231",32046798784,00001,09/01/2013,09/30/2015
ABOCA'S MEADOW,INACTIVE,10455 N CENTRAL EXPY STE 118,"DALLAS, TX 75231",32043855124,00002,09/01/2015,01/30/2017
ABOCA'S MEADOW,INACTIVE,10455 N CENTRAL EXPY STE 118,"DALLAS, TX 75231",32043855124,00001,05/16/2011,10/31/2013
ABRAM'S MOBIL,INACTIVE,6500 E NORTHWEST HWY,"DALLAS, TX 75231",17524549445,00002,09/09/1993,09/30/1999
ABRAM'S SHELL #2335,INACTIVE,6505 E NORTHWEST HWY,"DALLAS, TX 75231",17525701680,00004,02/15/2002,11/30/2010
ABRAMS & SKILLMAN,INACTIVE,6770 ABRAMS RD,"DALLAS, TX 75231",17600347847,00197,06/01/1997,04/14/2000
ABRAMS B.B.Q. HEAVEN INC.,INACTIVE,6530 E NORTHWEST HWY,"DALLAS, TX 75231",17528066727,00001,03/01/1999,03/31/2000
ABRAMS B.B.Q. HEAVEN INC.,INACTIVE,6530 E NORTHWEST HWY,"DALLAS, TX 75231",32005293413,00006,03/31/2000,03/31/2000
ABRAMS CLEANERS,INACTIVE,6780 ABRAMS RD STE 119,"DALLAS, TX 75231",32010470626,00003,08/01/1994,07/31/2004
ABRAMS CLEANERS,INACTIVE,6780 ABRAMS ROAD #101,"DALLAS, TX 75231",32010470626,00002,02/02/1990,09/01/1994
ABRAMS CLEANERS,INACTIVE,6780 ABRAMS RD STE 119,"DALLAS, TX 75231",12015912194,00001,08/01/2004,04/30/2013
ABRAMS METRO PCS,INACTIVE,8258 ABRAMS RD,"DALLAS, TX 75231",32078358366,00001,04/01/2021,09/30/2021
ABRAMS METRO PCS,INACTIVE,8258 ABRAMS RD,"DALLAS, TX 75231",32074559314,00003,02/01/2021,04/01/2022
ABRAMS MOBIL,INACTIVE,6500 E NORTHWEST HWY,"DALLAS, TX 75231",17525341487,00003,10/01/1999,12/28/2021
ABRAMS POSTAL CENTER,INACTIVE,5942 ABRAMS RD,"DALLAS, TX 75231",32006330586,00001,02/01/1992,12/31/2008
ABRAMS ROAD SHAMROCK,INACTIVE,6510 ABRAMS RD,"DALLAS, TX 75231",17506935901,00012,01/18/1978,12/31/1978
ABRAMS ROYAL COMET CLEANERS,INACTIVE,8250 ABRAMS RD,"DALLAS, TX 75231",17517152199,00003,10/02/1984,04/30/1989
ABRAMS ROYAL PHARMACY,ACTIVE,8220 ABRAMS RD,"DALLAS, TX 75231",17516901653,00002,07/01/1994,
ABRAMS ROYAL PHARMACY,INACTIVE,8256 ABRAMS ROAD,"DALLAS, TX 75231",17516901653,00001,01/01/1980,06/30/1994
ABRAMS SKILLMAN SELF STORAGE,INACTIVE,6631 LARMANDA ST,"DALLAS, TX 75231",17528285897,00001,05/15/2000,03/31/2002
ABRAMS SKILLMAN SELF STORAGE,ACTIVE,6631 LARMANDA ST,"DALLAS, TX 75231",17430721831,00001,12/16/2002,
ABRAMS SKILLMAN SELF STORAGE,ACTIVE,6631 LARMANDA ST,"DALLAS, TX 75231",12032510377,00161,09/01/2006,
ABRAMS VETERINARY HOSPITAL FOR CATS,INACTIVE,6525 ABRAMS RD,"DALLAS, TX 75231",32009634638,00002,01/01/1988,09/30/2008
ABSOLUTE PHOTOGRAPHY,INACTIVE,9750 ROYAL LANE SUITE 113,"DALLAS, TX 75231",32005990315,00001,05/03/1993,06/30/1994
ABSOLUTE SOLUTION FOR HEALTHY HAIR,INACTIVE,6301 ABRAMS RD STE 39,"DALLAS, TX 75231",32027940751,00001,03/13/2007,12/25/2008
ABT EXECUTIVE SUITES,INACTIVE,7502 GREENVILLE AVE STE 500,"DALLAS, TX 75231",32008987128,00005,04/01/1998,02/01/2010
ABT PETS,INACTIVE,10455 M CENTRAL EXPRESSWAY STE 112,"DALLAS, TX 75231",17514873748,00006,11/01/1995,01/31/1999
"ABUNDANT BEAUTY, LLC",INACTIVE,5473 BLAIR RD STE 100 PMB 213693,"DALLAS, TX 75231",32094357087,00001,05/01/2024,06/30/2025
ABY,INACTIVE,8565 PARK LN APT 701,"DALLAS, TX 75231",32011263434,00001,05/15/2003,12/31/2004
ABY-ORDER-SERVICE,INACTIVE,6630 EASTRIDGE DR APT 129,"DALLAS, TX 75231",32011263434,00002,07/01/2005,12/11/2006
ABYSSINIA RESTAURANT & BAR,INACTIVE,7015 GREENVILLE AVE,"DALLAS, TX 75231",17526899673,00001,02/28/1997,03/31/2005
ACA JOE #32,INACTIVE,1050 NORTHWEST HIGHWAY,"DALLAS, TX 75231",11332796280,00002,11/23/1985,01/01/1991
ACADEMIC ADVENTURES LLC,INACTIVE,5452 GLEN LAKES DR STE 102,"DALLAS, TX 75231",10107977000,00002,01/01/2004,12/31/2016
ACADEMIC FINANCIAL ASSISTANCE,INACTIVE,6260 MELODY LN #1024,"DALLAS, TX 75231",32005423275,00001,08/01/1992,12/31/1993
ACADEMY SPORTS + OUTDOORS #78,ACTIVE,6375 E NORTHWEST HWY,"DALLAS, TX 75231",17416700676,00168,10/19/2018,
ACAMM CO,INACTIVE,6873 WINCHESTER,"DALLAS, TX 75231",32020602101,00004,01/01/1991,03/21/1994
ACCENT VIDEO LEASING,INACTIVE,6882 SHADY BROOK LN,"DALLAS, TX 75231",30008733427,00001,01/01/1985,01/31/1987
ACCENTE'/NICKELS #10,INACTIVE,207 NORTHPARK SHOPPING CENTER,"DALLAS, TX 75231",17422121933,00009,10/09/1987,02/28/1999
ACCENTS BY GWEN,INACTIVE,9726 STONE RIVER CIR,"DALLAS, TX 75231",32028440363,00001,01/01/1993,12/25/1999
ACCENTS BY SYD,INACTIVE,11111 E N CENTRAL EXPWY,"DALLAS, TX 75231",32008637814,00001,01/01/1972,03/31/1973
ACCENTS PLUS,INACTIVE,9522 VIEWSIDE DR,"DALLAS, TX 75231",32030003969,00001,06/01/1997,12/31/1997
ACCENTUATIONS,INACTIVE,8111 WINDY TERRACE CIR,"DALLAS, TX 75231",32017212427,00001,01/22/1997,12/25/1998
ACCEPTANCE NOW 60017,INACTIVE,10838 N CENTRAL EXPY,"DALLAS, TX 75231",16116982055,00394,09/20/2017,02/28/2019
ACCESS INFOR-RESEARCH SERVICE,INACTIVE,7215 SKILLMAN SUITE 310-223,"DALLAS, TX 75231",32030822699,00001,02/15/1988,01/01/1990
ACCESSIBLE CONFERENCE PRODUCTS INC,INACTIVE,7127 COSGROVE,"DALLAS, TX 75231",17524092404,00001,02/06/1992,01/01/1994
ACCESSORIES,INACTIVE,8620 PARK LN APT 322,"DALLAS, TX 75231",32004480862,00001,03/18/2002,06/30/2007
ACCESSORIES IN-TIME LTD,INACTIVE,6620 EASTRIDGE DR 124,"DALLAS, TX 75231",32029254755,00001,03/22/1990,12/31/1991
ACCESSORIZE,INACTIVE,7570 SKILLMAN ST APT 103,"DALLAS, TX 75231",32008034731,00001,06/02/1997,12/25/1999
ACCESSORY AFFAIR,INACTIVE,6758 NORTHWEST HWY,"DALLAS, TX 75231",32023021002,00001,07/01/1988,06/30/1991
ACCESSORY CITY,INACTIVE,6770 TWIN HILLS AVE,"DALLAS, TX 75231",32042965262,00001,11/15/2010,12/31/2012
ACCESSORY LADY,INACTIVE,NORTHPARK MALL,"DALLAS, TX 75231",17515793606,00011,03/01/1982,01/31/1986
ACCLAIM SERVICES INC,INACTIVE,5445 LASICRRA DR #317,"DALLAS, TX 75231",17524805136,00001,04/10/1995,09/30/2000
